Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-ARG-798D-RN;7ARG798DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;0;0;0;0;0;0;0;0;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-194D-AL;7PIR194DAL;PILAR;Origem Alagoas;480000038599701;2023/07;0;0;0;0;23,3412;23,3412;650,918;0;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;742;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-796D-RN;7ARG796DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;4,8805;0;4,8805;0,003;0;0,003;0,094;650,4814;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-LV-46D-RN;7LV46DRN;LIVRAMENTO;Potiguar E&P S.A.;480000038059774;2023/07;18,22;0;18,22;2,3283;0;2,3283;71,906;31,1358;Estação Coleta de Livramento;INSTALACAO EMB/DESEMB;743;;;;< ºC;%;;%;> ºC;%;78,3124;9,8963;6,1076;0,9501;1,5873;0,34;0,3856;0,192;0,0874;0,0295;0,0161;0,0017;0;0,005;1,7875;0,3015;2,00762;528,9625;40013,0337;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-795-RN;7ARG795RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;6,1618;0;6,1618;0,0038;0;0,0038;0,119;129,0602;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-172D-AL;7PIR172DAL;PILAR;Origem Alagoas;480000038599701;2023/07;2,0596;0;2,0596;0,8433;0;0,8433;23,516;8,2656;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;426;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-793D-RN;7ARG793DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;6,9444;0;6,9444;0,0043;0;0,0043;0,133;29,9839;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;735;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Espírito Santo;Espírito Santo;7-LPN-31-ES;7LPN 0031  ES;LAGOA PARDA NORTE;Capixaba Energia;480000037549735;2023/07;0;0;0;1,3098;0;1,3098;40,603;0;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;281;;;;< ºC;%;;%;> ºC;%;91,2;4,06;0,41;0,16;0,19;0,1;0,12;0,36;0,28;0,07;0,1;0,03;0;0;0,68;2,24;2,11664;541,80378;37762,3951;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-792D-RN;7ARG792DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;7,0235;0;7,0235;0,0044;0;0,0044;0,135;231,9982;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-55-AL;7PIR 0055  AL;PILAR;Origem Alagoas;480000038599701;2023/07;0;0;0;9,9057;0;9,9057;276,242;0;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;706;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-791D-RN;7ARG791DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;14,0504;0;14,0504;0,0087;0;0,0087;0,27;258,6096;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;711;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Ceará;Potiguar;7-FZB-256-CE;7FZB 0256  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;14,8535;0;14,8535;0,018;0;0,018;0,558;75,2616;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-79-RN;7ARG 0079  RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;3,3736;0;3,3736;0,0021;0;0,0021;0,065;186,6712;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Alagoas;Alagoas;3-PIR-52-AL;3PIR 0052  AL;PILAR;Origem Alagoas;480000038599701;2023/07;0;57,9411;57,9411;0;76,9175;76,9175;2145,004;20,6671;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;726;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-767-RN;7ARG767RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;1,664;0;1,664;0,001;0;0,001;0,032;22,0271;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Ceará;Potiguar;7-FZB-262-CE;7FZB 0262  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;0,46;0;0,46;0,0005;0;0,0005;0,017;55,287;Estação Coletora de Fazenda Belém 5;INSTALACAO EMB/DESEMB;741;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-789D-RN;7ARG789DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;4,4694;0;4,4694;0,0028;0;0,0028;0,086;337,2961;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-51D-AL;7PIR 0051D AL;PILAR;Origem Alagoas;480000038599701;2023/07;0;0;0;0,0076;0;0,0076;0,212;0;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;339;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ARG-787D-RN;7ARG787DRN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/07;3,1857;0;3,1857;0,002;0;0,002;0,061;68,8099;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;04/09/2023 02:36
Ceará;Potiguar;7-FZB-263-CE;7FZB 0263  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;0,8585;0;0,8585;0,0011;0;0,0011;0,033;51,8575;Estação Coletora de Fazenda Belém 5;INSTALACAO EMB/DESEMB;741;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Espírito Santo;Espírito Santo;7-RPO-21D-ES;7RPO21DES;JACUTINGA;Seacrest SPE Cricaré;486100094922003;2023/07;128,7857;0;128,7857;0,0614;0;0,0614;1,903;60,2077;Estação Coletora de R P Oeste;INSTALACAO EMB/DESEMB;728;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Alagoas;Alagoas;3-PIR-49-AL;3PIR 0049  AL;PILAR;Origem Alagoas;480000038599701;2023/07;0,3867;0;0,3867;35,1612;0;35,1612;980,544;1,8267;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;678;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Espírito Santo;Espírito Santo;7-RPO-22-ES;7RPO22ES;JACUTINGA;Seacrest SPE Cricaré;486100094922003;2023/07;10,9057;0;10,9057;0,0173;0;0,0173;0,535;124,1677;Estação Coletora de R P Oeste;INSTALACAO EMB/DESEMB;717;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Ceará;Potiguar;7-FZB-303-CE;7FZB 0303  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;4,7829;0;4,7829;0,0058;0;0,0058;0,18;28,9165;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Espírito Santo;Espírito Santo;7-RPO-23-ES;7RPO23ES;JACUTINGA;Seacrest SPE Cricaré;486100094922003;2023/07;11,7475;0;11,7475;0,0188;0;0,0188;0,583;118,4499;Estação Coletora de R P Oeste;INSTALACAO EMB/DESEMB;713;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-45-AL;7PIR 0045  AL;PILAR;Origem Alagoas;480000038599701;2023/07;2,5924;0;2,5924;0,242;0;0,242;6,749;29,5505;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;290;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Espírito Santo;Espírito Santo;7-RPO-26D-ES;7RPO26DES;JACUTINGA;Seacrest SPE Cricaré;486100094922003;2023/07;0,1682;0;0,1682;0;0;0;0,001;112,476;Estação Coletora de R P Oeste;INSTALACAO EMB/DESEMB;738;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Ceará;Potiguar;7-FZB-305-CE;7FZB 0305  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;0,5265;0;0,5265;0,0006;0;0,0006;0,02;12,1793;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Espírito Santo;Espírito Santo;7-RPO-3-ES;7RPO 0003  ES;JACUTINGA;Seacrest SPE Cricaré;486100094922003;2023/07;13,5203;0;13,5203;0,0666;0;0,0666;2,066;143,28;Estação Coletora de R P Oeste;INSTALACAO EMB/DESEMB;714;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-38-AL;7PIR 0038  AL;PILAR;Origem Alagoas;480000038599701;2023/07;112,8812;0;112,8812;8,041;0;8,041;224,239;49,2872;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;724;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Alagoas;Alagoas;7-FU-165D-AL;7FU165DAL;FURADO;Origem Alagoas;480000038549780;2023/07;0;1,8581;1,8581;0;12,311;12,311;381,642;5,1089;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;482;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;87,25;5,21;2,93;0,52;1,04;0,27;0,13;0,26;0,02;0,02;0,01;0;0;0,01;1,87;0,46;2,03959;532,79486;38368,6226;04/09/2023 02:36
Ceará;Potiguar;7-FZB-169-CE;7FZB 0169  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;0,4403;0;0,4403;0,0005;0;0,0005;0,017;14,2215;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;122;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
Alagoas;Alagoas;7-FU-163D-AL;7FU163DAL;FURADO;Origem Alagoas;480000038549780;2023/07;3,3107;0;3,3107;1,2106;0;1,2106;37,53;3,3809;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;728;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;87,25;5,21;2,93;0,52;1,04;0,27;0,13;0,26;0,02;0,02;0,01;0;0;0,01;1,87;0,46;2,03959;532,79486;38368,6226;04/09/2023 02:36
Alagoas;Alagoas;7-PIR-30-AL;7PIR 0030  AL;PILAR;Origem Alagoas;480000038599701;2023/07;19,6879;0;19,6879;1,5213;0;1,5213;42,425;4,9779;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;705;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,76;6,19;3,62;0,64;1,44;0,32;0,37;0,3;0,05;0;0;0;0;0;2,9;0,41;2,05005;534,04612;38293,6838;04/09/2023 02:36
Alagoas;Alagoas;7-FU-164D-AL;7FU164DAL;FURADO;Origem Alagoas;480000038549780;2023/07;2,0693;0;2,0693;0,7167;0;0,7167;22,219;11,6554;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;506;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;87,25;5,21;2,93;0,52;1,04;0,27;0,13;0,26;0,02;0,02;0,01;0;0;0,01;1,87;0,46;2,03959;532,79486;38368,6226;04/09/2023 02:36
Ceará;Potiguar;7-FZB-167-CE;7FZB 0167  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/07;0,4742;0;0,4742;0,0006;0;0,0006;0,019;23,9605;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;394;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;04/09/2023 02:36
