Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-CAM-15-RN;7CAM 0015  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;5,981;0;5,981;0,001;0;0,001;0,028;289,1432;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;716;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Sergipe;Sergipe;7-CP-392-SE;7CP  0392  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;5,9451;0;5,9451;0,0005;0;0,0005;0,016;265,829;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;720;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-1160D-RN;7ET1160DRN;ESTREITO;Petrobras;480000037939797;2023/04;0,7185;0;0,7185;0,0003;0;0,0003;0,009;205,859;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;692;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-5-RN;7-SDM-05-RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;7,0035;0;7,0035;0,0486;0;0,0486;1,459;4,9274;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;705;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-BEN-35D-RN;7BEN35DRN;BENFICA;Petrobras;4861000400398;2023/04;2,2476;0;2,2476;0,4047;0;0,4047;12,001;909,8778;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:39
Alagoas;Alagoas;7-SMC-30D-AL;7SMC 0030D AL;FURADO;Origem Alagoas;480000038549780;2023/04;0;0;0;65,7116;0;65,7116;1971,348;10,5604;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;691;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1648-SE;7CP1648SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;11,5978;0;11,5978;0,001;0;0,001;0,031;731,4581;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;702;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Ceará;Potiguar;7-FZB-303-CE;7FZB 0303  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/04;2,7761;0;2,7761;0,0035;0;0,0035;0,106;27,8838;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;720;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Espírito Santo;Espírito Santo;7-RM-4-ES;7RM  0004  ES;RIO MARIRICU;Mandacaru Energia;48610007065201781;2023/04;9,8981;0;9,8981;0,0126;0;0,0126;0,378;121,4353;Ponto de Coleta PCU-02;INSTALACAO EMB/DESEMB;644;;;;< ºC;%;;%;> ºC;%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-227-SE;7CP  0227  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;11,8894;0;11,8894;0,0006;0;0,0006;0,019;64,7511;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;704;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-1212D-RN;7ET1212DRN;ESTREITO;Petrobras;480000037939797;2023/04;2,5377;0;2,5377;0,001;0;0,001;0,031;280,9153;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;714;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-4-RN;7-SDM-04-RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;11,9638;0;11,9638;0,1548;0;0,1548;4,643;0,0417;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;701;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-REP-13-RN;7REP 0013  RN;BENFICA;Petrobras;4861000400398;2023/04;1,4932;0;1,4932;0,0064;0;0,0064;0,189;110,8927;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;714;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:39
Alagoas;Alagoas;7-SMC-28-AL;7SMC 0028  AL;FURADO;Origem Alagoas;480000038549780;2023/04;0;14,6299;14,6299;0;98,2827;98,2827;2948,482;3,816;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;710;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1640D-SE;7CP1640DSE;CARMÓPOLIS;Carmo;480000038479714;2023/04;81,244;0;81,244;1,839;0;1,839;55,171;1165,8058;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;605;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Ceará;Potiguar;7-FZB-215-CE;7FZB 0215  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/04;12,188;0;12,188;0,0155;0;0,0155;0,465;39,3784;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;633;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Espírito Santo;Espírito Santo;7-RM-10-ES;7RM  0010  ES;RIO MARIRICU;Mandacaru Energia;48610007065201781;2023/04;7,7885;0;7,7885;0,0099;0;0,0099;0,297;168,1895;Ponto de Coleta PCU-02;INSTALACAO EMB/DESEMB;559;;;;< ºC;%;;%;> ºC;%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-225-SE;7CP  0225  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;13,3055;0;13,3055;0,1902;0;0,1902;5,705;43,3965;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;704;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-851-RN;7ET851RN;ESTREITO;Petrobras;480000037939797;2023/04;14,4739;0;14,4739;0,006;0;0,006;0,179;21,9288;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;712;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-9-RN;7SDM0009RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;12,2603;0;12,2603;0,0568;0;0,0568;1,705;15,6528;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;693;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Sergipe;Sergipe;3-GALP-35-SE;3KRISHNA2SE;RABO BRANCO;Petrom;48610009198200558;2023/04;15,8327;0;15,8327;0,0528;0;0,0528;1,584;2,0832;Ponto de Coleta TLD 1-GALP-12-SE;INSTALACAO EMB/DESEMB;240;2020/01;RABO BRANCO;34,9;< 270ºC;35.6%;270ºC a 458ºC;33.1%;> 458ºC;31.3%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Alagoas;Alagoas;7-SMC-50D-AL;7SMC50DAL;FURADO;Origem Alagoas;480000038549780;2023/04;0,183;0;0,183;0,0396;0;0,0396;1,189;0,2103;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;24;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1621-SE;7CP1621SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;27,0221;0;27,0221;0,0024;0;0,0024;0,071;174,4458;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;709;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Ceará;Potiguar;7-FZB-169-CE;7FZB 0169  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/04;1,6182;0;1,6182;0,0021;0;0,0021;0,062;90,4963;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;720;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-1922-RN;7-ET-1922-RN;ESTREITO;Petrobras;480000037939797;2023/04;2,1645;0;2,1645;0,0009;0;0,0009;0,027;383,8296;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;687;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-21-SE;7CP  0021  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;0,0518;0;0,0518;0;0;0;0;3,9429;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;16;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-853-RN;7ET853RN;ESTREITO;Petrobras;480000037939797;2023/04;22,8037;0;22,8037;0,0094;0;0,0094;0,283;27,3095;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-15-RN;7SDM0015RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;28,0695;0;28,0695;0,2949;0;0,2949;8,848;1,9115;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;691;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Sergipe;Sergipe;4-GALP-36-SE;4BRAHMA1SE;RABO BRANCO;Petrom;48610009198200558;2023/04;109,4536;0;109,4536;1,2809;0;1,2809;38,426;1,4309;Ponto de Coleta TLD 4-GALP-36-SE;INSTALACAO EMB/DESEMB;720;2020/01;RABO BRANCO;34,9;< 270ºC;35.6%;270ºC a 458ºC;33.1%;> 458ºC;31.3%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Alagoas;Alagoas;7-FU-164D-AL;7FU164DAL;FURADO;Origem Alagoas;480000038549780;2023/04;10,7359;0;10,7359;0,8706;0;0,8706;26,119;11,8586;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;692;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1348D-SE;7CP  1348D SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;13,178;0;13,178;0,0012;0;0,0012;0,035;233,5094;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;629;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Ceará;Potiguar;7-FZB-167-CE;7FZB 0167  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/04;0,6757;0;0,6757;0,0009;0;0,0009;0,026;20,956;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;720;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-1928-RN;7-ET-1928-RN;ESTREITO;Petrobras;480000037939797;2023/04;0,5067;0;0,5067;0,0002;0;0,0002;0,006;79,4764;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;9-CP-1012-SE;9CP  1012  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;15,7686;0;15,7686;0,1107;0;0,1107;3,32;687,749;Estação Coletora de Mercês;INSTALACAO EMB/DESEMB;625;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-854-RN;7ET854RN;ESTREITO;Petrobras;480000037939797;2023/04;0,4606;0;0,4606;0,0002;0;0,0002;0,006;10,6369;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;250;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-19-RN;7-SDM-0019-RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;16,1904;0;16,1904;0,1787;0;0,1787;5,362;0,0545;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;705;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Sergipe;Sergipe;7-RB-2-SE;7-RB-01-SE;RABO BRANCO;Petrom;48610009198200558;2023/04;67,8157;0;67,8157;1,3423;0;1,3423;40,268;89,4354;Ponto de Coleta TLD 4-GALP-36-SE;INSTALACAO EMB/DESEMB;715;2020/01;RABO BRANCO;34,9;< 270ºC;35.6%;270ºC a 458ºC;33.1%;> 458ºC;31.3%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Alagoas;Alagoas;7-FU-108-AL;7FU  0108  AL;FURADO;Origem Alagoas;480000038549780;2023/04;6,7041;0;6,7041;0,8181;0;0,8181;24,542;22,1997;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;692;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1343D-SE;7CP  1343D SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;4,9534;0;4,9534;0,0004;0;0,0004;0,013;145,2627;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;709;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Ceará;Potiguar;7-FZB-165-CE;7FZB 0165  CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/04;3,8232;0;3,8232;0,0049;0;0,0049;0,146;15,8855;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;667;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Rio Grande do Norte;Potiguar;9-ET-438-RN;9ET  0438  RN;ESTREITO;Petrobras;480000037939797;2023/04;1,4154;0;1,4154;0,0006;0;0,0006;0,018;588,3497;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;711;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-217-SE;7CP  0217  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;17,9794;0;17,9794;0,0016;0;0,0016;0,047;162,5274;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;629;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-861-RN;7ET861RN;ESTREITO;Petrobras;480000037939797;2023/04;7,1955;0;7,1955;0,003;0;0,003;0,089;15,7836;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-23-RN;7-SDM-0023-RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;9,2976;0;9,2976;0,0949;0;0,0949;2,846;1,0051;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;707;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Maranhão;Parnaíba;7-GVBL-5D-MA;7-GVBL-5D-MA;GAVIÃO BELO;Eneva;48610222046201944;2023/04;0;1,6685;1,6685;0;4,4221;4,4221;132,663;0;Estação Coletora de Gavião Real;INSTALACAO EMB/DESEMB;24;;;;< ºC;%;;%;> ºC;%;84,5244;8,3378;2,8411;0,452;0,7098;0,2192;0,173;0,0505;0,0118;0,0022;0,0005;0;0;0,0081;2,5216;0,148;2,00563;528,72435;39157,2111;03/06/2023 02:39
Alagoas;Alagoas;7-FU-161D-AL;7FU161DAL;FURADO;Origem Alagoas;480000038549780;2023/04;45,3936;0;45,3936;8,7956;0;8,7956;263,868;221,1034;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;708;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1305D-SE;7CP  1305D SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;15,5486;0;15,5486;0,3731;0;0,3731;11,193;74,4095;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;720;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Ceará;Potiguar;7-FZB-683-CE;7FZB683CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/04;0,2518;0;0,2518;0,0003;0;0,0003;0,01;37,9462;Estação Coletora de Fazenda Belém 7;INSTALACAO EMB/DESEMB;720;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-452-RN;7ET  0452  RN;ESTREITO;Petrobras;480000037939797;2023/04;1,2483;0;1,2483;0,0005;0;0,0005;0,015;33,0922;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;716;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-215-SE;7CP  0215  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;12,7109;0;12,7109;0,0011;0;0,0011;0,033;389,3784;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;606;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-ET-889-RN;7ET889RN;ESTREITO;Petrobras;480000037939797;2023/04;1,4632;0;1,4632;0,0006;0;0,0006;0,018;238,4054;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;580;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-SDM-22-RN;7SDM0022RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/04;3,7521;0;3,7521;0,0187;0;0,0187;0,56;0,6051;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;703;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Espírito Santo;Espírito Santo;1-IMET-27-ES;1-VID-1-ES;PA-1IMET27ES_ES-T-487;Capixaba Energia;48610012641201710;2023/04;15,5239;0;15,5239;0,0601;0;0,0601;1,804;7,7327;Estação Coletora do Poço 1-IMET-27-ES;INSTALACAO EMB/DESEMB;561;;;;< ºC;%;;%;> ºC;%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:39
Alagoas;Alagoas;7-FU-104-AL;7FU  0104  AL;FURADO;Origem Alagoas;480000038549780;2023/04;0;0;0;0;1,8944;1,8944;56,833;0;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;547;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1378D-SE;7CP  1378D SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;0,0136;0;0,0136;0;0;0;0;6,637;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;21;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
