Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-ET-1252-RN;7ET1252RN;ESTREITO;Petrobras;480000037939797;2023/04;2,6937;0;2,6937;0,0011;0;0,0011;0,033;797,1913;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;701;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1446D-SE;7CP1446DSE;CARMÓPOLIS;Carmo;480000038479714;2023/04;5,1931;0;5,1931;0,0003;0;0,0003;0,008;654,5193;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;703;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Bahia;Recôncavo;7-ROV-21-BA;7ROV 0021  BA;RIO DOS OVOS;PetroRecôncavo;480000036879740;2023/04;3,0302;0;3,0302;0,0948;0;0,0948;2,845;0,0411;Estação Coletora Rio dos Ovos;INSTALACAO EMB/DESEMB;447;;;;< ºC;%;;%;> ºC;%;71,0963;9,7159;7,68;1,2842;2,7001;0,7053;0,9808;0,7623;0,5437;0,2609;0,0482;0,004;0;0,0179;3,6576;0,5428;2,03738;532,50393;39175,3335;03/06/2023 02:39
Maranhão;Parnaíba;1-OGX-16-MA;1OGXCALIFORNIAMA;GAVIÃO AZUL;Eneva;48610001418200848;2023/04;0;0,1897;0,1897;0;39,5176;39,5176;1185,424;0;Estação Coletora de Gavião Real;INSTALACAO EMB/DESEMB;205;2021/02;GAVIÃOAZUL;48,81;< 210ºC;57.7%;210ºC a 500ºC;42.3%;> 500ºC;0%;89,67;5,0136;0,9048;0,1249;0,1898;0,0603;0,0394;0,0119;0,0045;0,0018;0,0007;0;0;0,0174;3,8514;0,1095;1,98655;526,43631;37637,4425;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-ARG-527-RN;7ARG527RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/04;3,8936;0;3,8936;0,0024;0;0,0024;0,072;421,8389;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;652;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-CAM-1093-RN;7CAM1093RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;5,2998;0;5,2998;0,0008;0;0,0008;0,024;149,7904;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-1546D-RN;7-CAM-1546D-RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;44,5316;0;44,5316;0,0071;0;0,0071;0,209;2642,2066;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;719;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-865-RN;7CAM865RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;1,8431;0;1,8431;0,0003;0;0,0003;0,008;37,7328;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;3-BRSA-490-RN;3GMR75RN;GUAMARÉ;Petrobras;480000038009751;2023/04;1,971;0;1,971;0,0004;0;0,0004;0;245,8437;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1404-SE;7CP  1404  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;5,8086;0;5,8086;0,0005;0;0,0005;0,015;158,1749;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;653;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Bahia;Recôncavo;7-ROV-14-BA;7ROV 0014  BA;RIO DOS OVOS;PetroRecôncavo;480000036879740;2023/04;10,4069;0;10,4069;0,1479;0;0,1479;4,436;0,1679;Estação Coletora Rio dos Ovos;INSTALACAO EMB/DESEMB;720;;;;< ºC;%;;%;> ºC;%;71,0963;9,7159;7,68;1,2842;2,7001;0,7053;0,9808;0,7623;0,5437;0,2609;0,0482;0,004;0;0,0179;3,6576;0,5428;2,03738;532,50393;39175,3335;03/06/2023 02:39
Maranhão;Parnaíba;7-GVA-2DP-MA;7GVA2DPMA;GAVIÃO AZUL;Eneva;48610001418200848;2023/04;0;0,1635;0,1635;0;34,1771;34,1771;1025,223;0;Estação Coletora de Gavião Real;INSTALACAO EMB/DESEMB;207;2021/02;GAVIÃOAZUL;48,81;< 210ºC;57.7%;210ºC a 500ºC;42.3%;> 500ºC;0%;89,67;5,0136;0,9048;0,1249;0,1898;0,0603;0,0394;0,0119;0,0045;0,0018;0,0007;0;0;0,0174;3,8514;0,1095;1,98655;526,43631;37637,4425;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-ARG-182-RN;7ARG 0182  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/04;9,4358;0;9,4358;0,0059;0;0,0059;0,176;1192,5241;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-CAM-1055-RN;7CAM1055RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;3,0631;0;3,0631;0,0005;0;0,0005;0,014;126,4116;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-1566D-RN;7-CAM-1566D-RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;6,6337;0;6,6337;0,0011;0;0,0011;0,031;479,4244;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;253;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-948-RN;7CAM948RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;0,5753;0;0,5753;0,0001;0;0,0001;0,002;70,7765;Estação Coletora Canto do Amaro J;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;3-BRSA-400-RN;3GMR70RN;GUAMARÉ;Petrobras;480000038009751;2023/04;3,2583;0;3,2583;0,0006;0;0,0006;0;399,583;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;650;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1383-SE;7CP  1383  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;21,5743;0;21,5743;0,0019;0;0,0019;0,057;395,2353;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;641;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Bahia;Recôncavo;7-ROV-12-BA;7ROV 0012  BA;RIO DOS OVOS;PetroRecôncavo;480000036879740;2023/04;6,1242;0;6,1242;0,3331;0;0,3331;9,994;0,0187;Estação Coletora Rio dos Ovos;INSTALACAO EMB/DESEMB;720;;;;< ºC;%;;%;> ºC;%;71,0963;9,7159;7,68;1,2842;2,7001;0,7053;0,9808;0,7623;0,5437;0,2609;0,0482;0,004;0;0,0179;3,6576;0,5428;2,03738;532,50393;39175,3335;03/06/2023 02:39
Rio Grande do Norte;Potiguar;1-STAR-10-RN;1CNB1RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/04;38,4041;0;38,4041;0,4568;0;0,4568;13,705;0,6011;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;684;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-ARG-181-RN;7ARG 0181  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/04;17,51;0;17,51;0,0109;0;0,0109;0,326;804,3583;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-CAM-1169-RN;7CAM1169RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;7,779;0;7,779;0,0012;0;0,0012;0,036;68,8116;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;718;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-118-RN;7CAM 0118  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;2,4404;0;2,4404;0,0004;0;0,0004;0,011;6,0152;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-965-RN;7CAM965RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;2,4059;0;2,4059;0,0004;0;0,0004;0,01;154,5914;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;255;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-GMR-21-RN;7GMR 0021  RN;GUAMARÉ;Petrobras;480000038009751;2023/04;0,3795;0;0,3795;0,0001;0;0,0001;0;78,9814;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;38;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1382D-SE;7CP  1382D SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;17,4953;0;17,4953;0,0009;0;0,0009;0,028;2204,1645;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;691;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Bahia;Recôncavo;7-ROV-20-BA;7ROV 0020  BA;RIO DOS OVOS;PetroRecôncavo;480000036879740;2023/04;9,0217;0;9,0217;0,0458;0;0,0458;1,373;0,0562;Estação Coletora Rio dos Ovos;INSTALACAO EMB/DESEMB;720;;;;< ºC;%;;%;> ºC;%;71,0963;9,7159;7,68;1,2842;2,7001;0,7053;0,9808;0,7623;0,5437;0,2609;0,0482;0,004;0;0,0179;3,6576;0,5428;2,03738;532,50393;39175,3335;03/06/2023 02:39
Rio Grande do Norte;Potiguar;8-SBO-20-RN;8SBO0020RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/04;20,0553;0;20,0553;0,3549;0;0,3549;10,647;31,3254;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;687;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-ARG-180-RN;7ARG 0180  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/04;3,4586;0;3,4586;0,0021;0;0,0021;0,064;350,9653;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-CAM-976-RN;7CAM976RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;11,9599;0;11,9599;0,0019;0;0,0019;0,056;280,6333;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-135-RN;7CAM 0135  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;2,3599;0;2,3599;0,0004;0;0,0004;0,01;95,8076;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;611;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-CAM-961-RN;7CAM961RN;CANTO DO AMARO;Petrobras;480000037929724;2023/04;3,5554;0;3,5554;0,0006;0;0,0006;0,016;122,2125;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;718;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-GMR-110-RN;7GMR110RN;GUAMARÉ;Petrobras;480000038009751;2023/04;5,7137;0;5,7137;0,0069;0;0,0069;0;204,9426;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;03/06/2023 02:38
Sergipe;Sergipe;7-CP-1381-SE;7CP  1381  SE;CARMÓPOLIS;Carmo;480000038479714;2023/04;4,9335;0;4,9335;0,0004;0;0,0004;0,013;7,9528;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;706;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;03/06/2023 02:39
Maranhão;Parnaíba;7-GVR-22-MA;7GVR22MA;GAVIÃO REAL;Eneva;48610001418200848;2023/04;0;0,2076;0,2076;0;50,9292;50,9292;1527,744;0;Estação Coletora de Gavião Real;INSTALACAO EMB/DESEMB;367;2023/02;Gavião Real;49,87;< 210ºC;47%;210ºC a 500ºC;53%;> 500ºC;0%;86,2764;6,4065;1,4967;0,237;0,2944;0,0846;0,0463;0,0109;0,0037;0,0013;0,0006;0;0;0,0192;5,0729;0,0495;1,98863;526,6908;37599,116;03/06/2023 02:39
Rio Grande do Norte;Potiguar;7-SBO-22-RN;7SBO0022RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/04;1,4733;0;1,4733;0,3569;0;0,3569;10,706;4,4417;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;686;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;03/06/2023 02:38
Rio Grande do Norte;Potiguar;7-ARG-172-RN;7ARG 0172  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/04;9,1253;0;9,1253;0,0057;0;0,0057;0,17;282,1254;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;03/06/2023 02:39
