Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;7-C-56-BA;7C   0056  BA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;1,3136;0,0000;1,3136;0,3870;0,0000;0,3870;11,67000;0,0532;Estação São Paulinho;INSTALACAO EMB/DESEMB;440;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-723-RN;7CAM 0723  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;0,6077;0,0000;0,6077;0,0001;0,0000;0,0001;0,00200;23,9861;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;583;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-C-46-BA;7C   0046  BA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;2,3201;0,0000;2,3201;0,1971;0,0000;0,1971;5,94500;0,0067;Estação São Paulinho;INSTALACAO EMB/DESEMB;435;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1500D-RN;7ET1500DRN;ESTREITO;Petrobras;480000037939797;2023/03;4,0634;0,0000;4,0634;0,0017;0,0000;0,0017;0,05200;251,7582;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-C-43-BA;7C   0043  BA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;2,0071;0,0000;2,0071;0,0361;0,0000;0,0361;1,08800;0,0116;Estação São Paulinho;INSTALACAO EMB/DESEMB;400;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-724-RN;7CAM 0724  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;1,5343;0,0000;1,5343;0,0003;0,0000;0,0003;0,00700;82,6400;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-C-41-BA;7C   0041  BA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;1,2951;0,0000;1,2951;0,5475;0,0000;0,5475;16,51100;0,0381;Estação São Paulinho;INSTALACAO EMB/DESEMB;437;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1467D-RN;7ET1467DRN;ESTREITO;Petrobras;480000037939797;2023/03;1,0717;0,0000;1,0717;0,0005;0,0000;0,0005;0,01400;316,6897;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-C-226D-BA;7C226DBA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;1,8111;0,0000;1,8111;8,5412;0,0000;8,5412;257,60000;0,0288;Estação Palmeiras;INSTALACAO EMB/DESEMB;618;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-726-RN;7CAM 0726  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;0,7872;0,0000;0,7872;0,0001;0,0000;0,0001;0,00300;64,9993;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-C-222-BA;7C   0222  BA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;97,6814;0,0000;97,6814;0,0592;0,0000;0,0592;1,78600;2,8207;Estação Pedra Branca;INSTALACAO EMB/DESEMB;634;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;1-PTX-3-RN;1PTX3RN;COLIBRI;Mandacaru Energia;486100095032003;2023/03;2,2156;0,0000;2,2156;0,0032;0,0000;0,0032;0,09800;1,3452;Ponto de Coleta 7-CLD-8-RN (Cardeal);INSTALACAO EMB/DESEMB;624;2015/07;Colibri;33,8;< 270ºC;27.38%;270ºC a 458ºC;36.57%;> 458ºC;36.05%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-805D-RN;7CAM805DRN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;3,2086;0,0000;3,2086;0,0005;0,0000;0,0005;0,01500;5,2455;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;731;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-388-RN;7CAM 0388  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;22,7870;0,0000;22,7870;0,0036;0,0000;0,0036;0,11000;2.793,7070;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-802-RN;7CAM802RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;5,7203;0,0000;5,7203;0,0009;0,0000;0,0009;0,02700;262,6586;Estação Coletora Canto do Amaro C;INSTALACAO EMB/DESEMB;710;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-708D-RN;7ET  0708D RN;ESTREITO;Petrobras;480000037939797;2023/03;5,1154;0,0000;5,1154;0,0021;0,0000;0,0021;0,06600;651,2074;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-836-RN;7CAM836RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;10,8706;0,0000;10,8706;0,0017;0,0000;0,0017;0,05300;1.787,9513;Estação Coletora Canto do Amaro J;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-369-RN;7CAM 0369  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;13,1216;0,0000;13,1216;0,0021;0,0000;0,0021;0,06400;393,7352;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-875-RN;7CAM875RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;0,8946;0,0000;0,8946;0,0001;0,0000;0,0001;0,00300;46,9463;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-RP-130-RN;7RP  0130  RN;ESTREITO;Petrobras;480000037939797;2023/03;1,3736;0,0000;1,3736;0,0006;0,0000;0,0006;0,01800;200,1340;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;668;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-866-RN;7CAM866RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;4,2186;0,0000;4,2186;0,0007;0,0000;0,0007;0,02000;105,3381;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-348-RN;7CAM 0348  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;25,7880;0,0000;25,7880;0,0041;0,0000;0,0041;0,12500;2.683,6840;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-888-RN;7CAM888RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;28,7114;0,0000;28,7114;0,0046;0,0000;0,0046;0,14000;2.029,5153;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-737-RN;7ET  0737  RN;ESTREITO;Petrobras;480000037939797;2023/03;2,1420;0,0000;2,1420;0,0009;0,0000;0,0009;0,02700;774,6962;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;3-MN-2-RN;3MN  0002  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;9,5510;0,0000;9,5510;0,0015;0,0000;0,0015;0,04600;268,3245;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-59-RN;7AP  0059  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;0,6038;0,0000;0,6038;0,0001;0,0000;0,0001;0,00200;34,2433;Estação Coletora Alto da Pedra A;INSTALACAO EMB/DESEMB;740;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-944-RN;7CAM944RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;18,3334;0,0000;18,3334;0,0029;0,0000;0,0029;0,08800;1.041,6674;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-740H-RN;7ET  0740H RN;ESTREITO;Petrobras;480000037939797;2023/03;7,7158;0,0000;7,7158;0,0032;0,0000;0,0032;0,09900;569,6882;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;738;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-943-RN;7CAM943RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;10,4443;0,0000;10,4443;0,0016;0,0000;0,0016;0,05000;232,7715;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-1514D-RN;7CAM1514DRN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;11,3188;0,0000;11,3188;0,0018;0,0000;0,0018;0,05500;190,7949;Estação Coletora Cajazeiras C;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-956-RN;7CAM956RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;32,7218;0,0000;32,7218;0,0208;0,0000;0,0208;0,63700;1.509,5453;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-52-RN;7ET  0052  RN;ESTREITO;Petrobras;480000037939797;2023/03;5,9755;0,0000;5,9755;0,0025;0,0000;0,0025;0,07700;793,7121;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;738;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-517-RN;7ARG517RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;5,4029;0,0000;5,4029;0,0034;0,0000;0,0034;0,10400;817,1573;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-BVS-56-RN;7BVS56RN;BENFICA;Petrobras;4861000400398;2023/03;2,8213;0,0000;2,8213;0,0683;0,0000;0,0683;2,09300;173,1150;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-525-RN;7ARG525RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;0,4508;0,0000;0,4508;0,0003;0,0000;0,0003;0,00900;134,1509;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;471;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-56-RN;7ET  0056  RN;ESTREITO;Petrobras;480000037939797;2023/03;2,4045;0,0000;2,4045;0,0015;0,0000;0,0015;0,04700;85,7185;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-185-RN;7ARG 0185  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;8,2129;0,0000;8,2129;0,0051;0,0000;0,0051;0,15800;971,8532;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-MOR-6-RN;7MOR6RN;BENFICA;Petrobras;4861000400398;2023/03;11,6280;0,0000;11,6280;0,0227;0,0000;0,0227;0,69700;2.452,1056;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;728;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-182-RN;7ARG 0182  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;10,8810;0,0000;10,8810;0,0067;0,0000;0,0067;0,20900;1.215,8732;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1909-RN;7ET1909RN;ESTREITO;Petrobras;480000037939797;2023/03;5,4360;0,0000;5,4360;0,0023;0,0000;0,0023;0,07000;401,2045;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-176-RN;7ARG 0176  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;5,8167;0,0000;5,8167;0,0036;0,0000;0,0036;0,11200;549,2029;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;3-REP-1-RN;3REP 0001  RN;BENFICA;Petrobras;4861000400398;2023/03;8,2534;0,0000;8,2534;0,0353;0,0000;0,0353;1,08100;1.151,8480;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;712;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-235-RN;7ARG 0235  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;2,9986;0,0000;2,9986;0,0019;0,0000;0,0019;0,05800;323,6903;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-60-RN;7ET  0060  RN;ESTREITO;Petrobras;480000037939797;2023/03;4,7979;0,0000;4,7979;0,0020;0,0000;0,0020;0,06100;699,8862;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;738;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-167-RN;7ARG 0167  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;2,2158;0,0000;2,2158;0,0014;0,0000;0,0014;0,04300;149,1073;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;523;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-REP-56-RN;7REP 0056  RN;BENFICA;Petrobras;4861000400398;2023/03;5,6205;0,0000;5,6205;0,0220;0,0000;0,0220;0,67500;262,2595;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-675-RN;7ARG675RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;6,1194;0,0000;6,1194;0,0038;0,0000;0,0038;0,11800;392,0215;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1688-RN;7ET1688RN;ESTREITO;Petrobras;480000037939797;2023/03;2,3905;0,0000;2,3905;0,0010;0,0000;0,0010;0,03100;441,9683;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-243-RN;7ARG 0243  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;2,0827;0,0000;2,0827;0,0013;0,0000;0,0013;0,04000;51,5407;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-REP-6-RN;7REP 0006  RN;BENFICA;Petrobras;4861000400398;2023/03;3,0952;0,0000;3,0952;0,0132;0,0000;0,0132;0,40500;223,3820;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-502-RN;7ARG 0502  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;2,5563;0,0000;2,5563;0,0016;0,0000;0,0016;0,04900;218,2627;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
