Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-ARG-10-RN;7ARG 0010  RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;2,3933;0;2,3933;0,0015;0;0,0015;0,045;55,7896;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;192;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Sergipe;Sergipe;7-CP-534-SE;7CP  0534  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;2,6006;0;2,6006;0,0002;0;0,0002;0,005;4,0676;Ponto de Coleta área do CP-0611;INSTALACAO EMB/DESEMB;408;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;3-BRSA-1320-RN;3ARG900RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;12,0454;0;12,0454;0,0075;0;0,0075;0,224;87,8563;Estação de Teste de Poço ARG-900;UEP;709;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-69-RN;7CAM 0069  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;6,7882;0;6,7882;0,0001;0;0,0001;0,002;581,7439;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;552;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Rio Grande do Norte;Potiguar;3-BRSA-1135-RN;3ARG780RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;1,1382;0;1,1382;0,0007;0;0,0007;0,021;38,735;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-482-RN;7FP482RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;6,3837;0;6,3837;0,1647;0;0,1647;4,58;367,2488;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Rio Grande do Norte;Potiguar;3-ARG-3-RN;3ARG 0003  RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;4,0938;0;4,0938;0,0025;0;0,0025;0,076;69,9985;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;192;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-690-RN;7CAM 0690  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;28,4612;0;28,4612;0,0019;0;0,0019;0,055;712,3602;Estação Coletora Canto do Amaro L;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Rio Grande do Norte;Potiguar;1-ARG-1-RN;1ARG 0001  RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;25,2678;0;25,2678;0,0157;0;0,0157;0,47;299,6637;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-468-RN;7FP468RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;0,3145;0;0,3145;0,002;0;0,002;0,056;53,7294;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;412;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-ARG-577-RN;7ARG577RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;4,1282;0;4,1282;0,0026;0;0,0026;0,077;463,5097;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;192;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-691-RN;7CAM 0691  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;9,407;0;9,407;0,0006;0;0,0006;0,018;196,0836;Estação Coletora Canto do Amaro L;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-ARG-12-RN;7ARG 0012  RN;ALTO DO RODRIGUES;3R Potiguar;480000037849704;2023/06;1,7794;0;1,7794;0,0011;0;0,0011;0,033;56,7228;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-PL-25-RN;7PL  0025  RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;1,3399;0;1,3399;0,0019;0;0,0019;0,052;689,0221;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Sergipe;Sergipe;7-CP-716-SE;7CP  0716  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;6,823;0;6,823;0,0003;0;0,0003;0,008;0,6351;Estação Coletora de Sítio Novo;INSTALACAO EMB/DESEMB;719;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-693-RN;7CAM 0693  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;6,2428;0;6,2428;0,001;0;0,001;0,029;517,9868;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Sergipe;Sergipe;7-CP-431-SE;7CP  0431  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;14,7641;0;14,7641;0,2581;0;0,2581;7,743;384,0963;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;716;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-PL-22-RN;7PL  0022  RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;5,117;0;5,117;0,0074;0;0,0074;0,206;89,3795;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;552;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Sergipe;Sergipe;9-CP-1065-SE;9CP  1065  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;2,6979;0;2,6979;0,0262;0;0,0262;0,787;92,6367;Estação Coletora de Nova Magalhães;INSTALACAO EMB/DESEMB;608;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-667-RN;7CAM 0667  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;0,5558;0;0,5558;0,0001;0;0,0001;0,002;13,7751;Estação Coletora Canto do Amaro D;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Sergipe;Sergipe;9-CP-717-SE;9CP  0717  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;1,9524;0;1,9524;0,0151;0;0,0151;0,453;140,25;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;710;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-47-RN;7FP  0047  RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;0;0;0;0;0;0;0;0,0013;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;168;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Sergipe;Sergipe;7-CP-617-SE;7CP  0617  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;0,0824;0;0,0824;0;0;0;0;0;Estação Coletora de Sítio Novo;INSTALACAO EMB/DESEMB;39;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-7-RN;7CAM 0007  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;15,4107;0;15,4107;0,0013;0;0,0013;0,039;318,8609;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;168;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Sergipe;Sergipe;7-CP-1323D-SE;7CP  1323D SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;0,8462;0;0,8462;0,0083;0;0,0083;0,248;130,8218;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;257;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-469-RN;7FP469RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;3,2667;0;3,2667;0,0842;0;0,0842;2,34;114,6528;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Sergipe;Sergipe;7-CP-1509D-SE;7CP1509DSE;CARMÓPOLIS;Carmo;480000038479714;2023/06;0,8697;0;0,8697;0,0001;0;0,0001;0,002;289,9456;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;229;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-703-RN;7CAM 0703  RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;3,8074;0;3,8074;0,0006;0;0,0006;0,018;0,2476;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Sergipe;Sergipe;7-CP-746-SE;7CP  0746  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;19,6823;0;19,6823;0,0008;0;0,0008;0,023;515,4929;Estação Coletora de Sítio Novo;INSTALACAO EMB/DESEMB;718;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-484-RN;7FP484RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;0,3556;0;0,3556;0,0089;0;0,0089;0,247;201,2125;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;467;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Sergipe;Sergipe;7-CP-690-SE;7CP  0690  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;13,0394;0;13,0394;0,0005;0;0,0005;0,015;4,2473;Estação Coletora de Sítio Novo;INSTALACAO EMB/DESEMB;687;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-CAM-705D-RN;7CAM 0705D RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/06;0,1646;0;0,1646;0;0;0;0;4,8226;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;552;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;07/08/2023 02:49
Sergipe;Sergipe;7-CP-775-SE;7CP  0775  SE;CARMÓPOLIS;Carmo;480000038479714;2023/06;2,3432;0;2,3432;0,0002;0;0,0002;0,005;37,5296;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;410;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-467D-RN;7FP467DRN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;0,5348;0;0,5348;0,0133;0;0,0133;0,37;45,5036;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Bahia;Recôncavo;7-TGA-5D-BA;7TGA5DBA;TANGARÁ;Petrobras;486100094882003;2023/06;9,1433;0;9,1433;0,0198;0;0,0198;0,052;0;Estação Jandaia;INSTALACAO EMB/DESEMB;720;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;90,91;2,49;1,98;0,48;0,64;0,21;0,23;0,22;0,08;0,04;0,01;0;0;0;1,77;0,94;2,04862;533,86057;37401,196;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-463-RN;7FP463RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;2,9237;0;2,9237;0,0762;0;0,0762;2,118;200,0258;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Bahia;Recôncavo;3-BRSA-414DP-BA;3FPM3DPBA;TANGARÁ;Petrobras;486100094882003;2023/06;17,5106;0;17,5106;19,5689;0;19,5689;52,021;0;Estação Jandaia;INSTALACAO EMB/DESEMB;720;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;90,91;2,49;1,98;0,48;0,64;0,21;0,23;0,22;0,08;0,04;0,01;0;0;0;1,77;0,94;2,04862;533,86057;37401,196;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-78-RN;7FP  0078  RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;0,0002;0;0,0002;0;0;0;0;0,0048;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;168;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Bahia;Recôncavo;7-JNDS-3DP-BA;7JNDS3DPBA;TANGARÁ;Petrobras;486100094882003;2023/06;20,3314;0;20,3314;0,0195;0;0,0195;0,051;331,7615;Estação Jandaia;INSTALACAO EMB/DESEMB;638;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;90,91;2,49;1,98;0,48;0,64;0,21;0,23;0,22;0,08;0,04;0,01;0;0;0;1,77;0,94;2,04862;533,86057;37401,196;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-462-RN;7FP462RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;1,0533;0;1,0533;0,0264;0;0,0264;0,733;237,9666;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Bahia;Recôncavo;7-TGA-2D-BA;7TGA2DBA;TANGARÁ;Petrobras;486100094882003;2023/06;21,9862;0;21,9862;1,2796;0;1,2796;3,401;0;Estação Jandaia;INSTALACAO EMB/DESEMB;720;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;90,91;2,49;1,98;0,48;0,64;0,21;0,23;0,22;0,08;0,04;0,01;0;0;0;1,77;0,94;2,04862;533,86057;37401,196;07/08/2023 02:49
Bahia;Recôncavo;7-AR-36-BA;7AR  0036  BA;ARAÇÁS;Petrobras;480000036319795;2023/06;19,8416;0;19,8416;1,9003;0;1,9003;56,971;42,0604;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;547;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;74,17;13,06;6,2;1,14;1,75;0,42;0,41;0,23;0,07;0,02;0;0;0;0,03;1,26;1,24;2,022;530,68783;40843,4201;07/08/2023 02:49
Bahia;Recôncavo;7-JND-36DP-BA;7JND36DPBA;TANGARÁ;Petrobras;486100094882003;2023/06;18,2537;0;18,2537;3,9451;0;3,9451;10,487;2,0169;Estação Jandaia;INSTALACAO EMB/DESEMB;560;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;90,91;2,49;1,98;0,48;0,64;0,21;0,23;0,22;0,08;0,04;0,01;0;0;0;1,77;0,94;2,04862;533,86057;37401,196;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-46-RN;7FP  0046  RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;0;0;0;0;0;0;0;0;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;168;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Espírito Santo;Espírito Santo;7-FSR-62-ES;7FSR62ES;FAZENDA SÃO RAFAEL;Seacrest;480000037509784;2023/06;4,666;0;4,666;0,7711;0;0,7711;22,869;6,0657;Estação Coleta Tratamento Fazenda São Rafael;INSTALACAO EMB/DESEMB;509;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;82,93;8,1;4,68;0,78;1,58;0,39;0,48;0,3;0,18;0,03;0;0;0;0;0,4;0,15;2,03281;531,97287;40043,4357;07/08/2023 02:49
Bahia;Recôncavo;7-AR-24-BA;7AR  0024  BA;ARAÇÁS;Petrobras;480000036319795;2023/06;2,8136;0;2,8136;0,2232;0;0,2232;6,692;164,5389;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;661;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;74,17;13,06;6,2;1,14;1,75;0,42;0,41;0,23;0,07;0,02;0;0;0;0,03;1,26;1,24;2,022;530,68783;40843,4201;07/08/2023 02:49
Espírito Santo;Espírito Santo;7-FSR-61-ES;7FSR61ES;FAZENDA SÃO RAFAEL;Seacrest;480000037509784;2023/06;86,4226;0;86,4226;2,8315;0;2,8315;83,974;168,3975;Estação Coleta Tratamento Fazenda São Rafael;INSTALACAO EMB/DESEMB;688;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;82,93;8,1;4,68;0,78;1,58;0,39;0,48;0,3;0,18;0,03;0;0;0;0;0,4;0,15;2,03281;531,97287;40043,4357;07/08/2023 02:49
Rio Grande do Norte;Potiguar;7-FP-459D-RN;7FP459DRN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/06;4,7494;0;4,7494;0,1227;0;0,1227;3,411;291,232;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;720;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;07/08/2023 02:49
Espírito Santo;Espírito Santo;7-FSR-60-ES;7FSR60ES;FAZENDA SÃO RAFAEL;Seacrest;480000037509784;2023/06;113,1816;0;113,1816;0,1114;0;0,1114;3,302;31,8017;Estação Coleta Tratamento Fazenda São Rafael;INSTALACAO EMB/DESEMB;674;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;82,93;8,1;4,68;0,78;1,58;0,39;0,48;0,3;0,18;0,03;0;0;0;0;0,4;0,15;2,03281;531,97287;40043,4357;07/08/2023 02:49
Bahia;Recôncavo;7-AR-23-BA;7AR  0023  BA;ARAÇÁS;Petrobras;480000036319795;2023/06;19,3638;0;19,3638;1,6568;0;1,6568;49,673;445,698;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;672;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;74,17;13,06;6,2;1,14;1,75;0,42;0,41;0,23;0,07;0,02;0;0;0;0,03;1,26;1,24;2,022;530,68783;40843,4201;07/08/2023 02:49
