Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-SAB-12-RN;7SAB0012RN;SABIÁ;Potiguar E&P S.A.;480000039169735;2023/05;72,7607;0;72,7607;0,1212;0;0,1212;3,757;7,3842;Ponto de Coleta Sabiá SAB-05;INSTALACAO EMB/DESEMB;736;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;9-CP-670-SE;9CP  0670  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;18,0406;0;18,0406;0,0012;0;0,0012;0,037;304,216;Estação Coletora de Mercês;INSTALACAO EMB/DESEMB;708;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Sergipe;Sergipe;7-CP-47-SE;7CP  0047  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;5,238;0;5,238;0,0004;0;0,0004;0,011;80,1933;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;569;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-REP-47-RN;7REP 0047  RN;BENFICA;3R Potiguar;4861000400398;2023/05;12,3394;0;12,3394;0,0528;0;0,0528;1,615;2195,4639;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-SBO-11-RN;7SBO0011RN;SABIÁ;Potiguar E&P S.A.;48610009128200516;2023/05;8,0027;0;8,0027;0,7873;0;0,7873;24,405;0,0195;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;725;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1336D-SE;7CP  1336D SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;17,8566;0;17,8566;0,1782;0;0,1782;5,525;35,0361;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;742;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-1401-RN;7CAM1401RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/05;25,9396;0;25,9396;1,5741;0;1,5741;48,196;111,5705;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-438-RN;7FP438RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/05;2,17;0;2,17;0,0111;0;0,0111;0,345;318,7574;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SBO-12-RN;7SBO0012RN;SABIÁ;Potiguar E&P S.A.;48610009128200516;2023/05;8,3332;0;8,3332;0,075;0;0,075;2,325;0,0357;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;728;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;7-CP-322-SE;7CP  0322  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;14,2044;0;14,2044;0,0005;0;0,0005;0,017;12,0878;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;742;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Sergipe;Sergipe;7-CP-937-SE;7CP  0937  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;5,1684;0;5,1684;0,0003;0;0,0003;0,009;27,1618;Estação Coletora de Jordão;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-BVS-11-RN;7BVS 0011  RN;BENFICA;3R Potiguar;4861000400398;2023/05;5,1907;0;5,1907;0,014;0;0,014;0,429;388,1622;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;3-BRSA-1282-RN;3SAB2RN;SABIÁ;Potiguar E&P S.A.;480000039169735;2023/05;64,7215;0;64,7215;0,0206;0;0,0206;0,638;17,9619;Ponto de Coleta Sabiá SAB-05;INSTALACAO EMB/DESEMB;574;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;7-CP-227-SE;7CP  0227  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;14,1724;0;14,1724;0,0005;0;0,0005;0,017;40,2024;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;740;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-865-RN;7CAM865RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/05;2,8383;0;2,8383;0,0005;0;0,0005;0,013;44,2529;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-459D-RN;7FP459DRN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/05;4,7943;0;4,7943;0,1055;0;0,1055;3,269;360,8012;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SBO-3-RN;7-SBO-03-RN;SABIÁ;Potiguar E&P S.A.;48610009128200516;2023/05;11,3967;0;11,3967;0,0905;0;0,0905;2,805;0,056;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;729;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;8-CP-459D-SE;8CP  0459D SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;14,1614;0;14,1614;0,1467;0;0,1467;4,548;461,6869;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;738;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Sergipe;Sergipe;9-CP-694-SE;9CP  0694  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;5,1491;0;5,1491;0,0514;0;0,0514;1,592;306,7471;Estação Coletora de Nova Magalhães;INSTALACAO EMB/DESEMB;713;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-BVS-51-RN;7BVS51RN;BENFICA;3R Potiguar;4861000400398;2023/05;8,6319;0;8,6319;0,0233;0;0,0233;0,714;944,8999;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-SBO-2-RN;7-SBO-02-RN;SABIÁ;Potiguar E&P S.A.;48610009128200516;2023/05;4,4743;0;4,4743;0,0969;0;0,0969;3,003;0,3545;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;724;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1233-SE;7CP  1233  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;14,1265;0;14,1265;0;0;0;0;22,173;Ponto de Coleta área do CP-0913;INSTALACAO EMB/DESEMB;650;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-860-RN;7CAM860RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/05;12,5632;0;12,5632;0,002;0;0,002;0,061;276,89;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-464D-RN;7FP464DRN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/05;1,0439;0;1,0439;0,0211;0;0,0211;0,653;50,0009;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;732;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SBO-1-RN;7-SBO-01-RN;SABIÁ;Potiguar E&P S.A.;48610009128200516;2023/05;6,9093;0;6,9093;0,0446;0;0,0446;1,384;3,5282;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;728;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;7-CP-439-SE;7CP  0439  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;13,8938;0;13,8938;0,2639;0;0,2639;8,181;390,3026;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1054-SE;7CP  1054  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;4,2501;0;4,2501;0;0;0;0;69,7234;Ponto de Coleta área do CP-0734;INSTALACAO EMB/DESEMB;719;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-REP-6-RN;7REP 0006  RN;BENFICA;3R Potiguar;4861000400398;2023/05;3,1299;0;3,1299;0,0134;0;0,0134;0,409;215,0999;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-SBO-5-RN;7-SBO-05-RN;SABIÁ;Potiguar E&P S.A.;48610009128200516;2023/05;12,9377;0;12,9377;0,1251;0;0,1251;3,877;0,5592;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;727;;;;< ºC;%;;%;> ºC;%;97,07;0,481;0,057;0,216;0,141;0,18;0,094;0,139;0,094;0,039;0,017;0;0;0;1,047;0,425;2,34569;569,32906;37284,2239;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1704-SE;7CP1704SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;13,8733;0;13,8733;0,2512;0;0,2512;7,787;721,2063;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;700;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-856-RN;7CAM856RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/05;35,227;0;35,227;0,009;0;0,009;0,274;1472,3309;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-467D-RN;7FP467DRN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/05;0,5953;0;0,5953;0,012;0;0,012;0,373;58,0543;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;10/07/2023 02:35
Rio Grande do Norte;Potiguar;3-BRSA-1097-RN;3CS3RN;PATURI;Potiguar E&P S.A.;48610001502200942;2023/05;0,2281;0;0,2281;0,0011;0;0,0011;0,033;0,1848;Ponto de Coleta CS-03;INSTALACAO EMB/DESEMB;732;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1348D-SE;7CP  1348D SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;13,8246;0;13,8246;0,0009;0;0,0009;0,029;204,1591;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;592;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Sergipe;Sergipe;7-CP-241-SE;7CP  0241  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;5,0623;0;5,0623;0,0003;0;0,0003;0,008;30,8903;Estação Coletora de Sítio Novo;INSTALACAO EMB/DESEMB;653;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-16-RN;7BEN 0016  RN;BENFICA;3R Potiguar;4861000400398;2023/05;1,9914;0;1,9914;0,0863;0;0,0863;2,643;442,0328;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-PTR-5D-RN;7PTR0005DRN;PATURI;Potiguar E&P S.A.;48610001503200997;2023/05;20,2144;0;20,2144;0,025;0;0,025;0,775;0,1179;Ponto de Coleta Cordão de Sombra (TLD 1BRSA1000RN);INSTALACAO EMB/DESEMB;609;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1684D-SE;7CP1684DSE;CARMÓPOLIS;Carmo;480000038479714;2023/05;13,669;0;13,669;0,0009;0;0,0009;0,028;291,3777;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;742;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-850-RN;7CAM850RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/05;2,0894;0;2,0894;0,0003;0;0,0003;0,009;29,8352;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;1-FP-2-RN;1FP  0002  RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/05;1,4191;0;1,4191;0,0311;0;0,0311;0,963;99,9138;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-PTR-4-RN;7PTR4RN;PATURI;Potiguar E&P S.A.;48610001503200997;2023/05;22,6281;0;22,6281;0,0309;0;0,0309;0,959;9,233;Ponto de Coleta Cordão de Sombra (TLD 1BRSA1000RN);INSTALACAO EMB/DESEMB;610;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1648-SE;7CP1648SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;13,6446;0;13,6446;0,0009;0;0,0009;0,028;834,3569;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;741;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Sergipe;Sergipe;7-CP-655-SE;7CP  0655  SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;4,2237;0;4,2237;0,0002;0;0,0002;0,007;10,9278;Estação Coletora de Jordão;INSTALACAO EMB/DESEMB;374;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-13-RN;7BEN 0013  RN;BENFICA;3R Potiguar;4861000400398;2023/05;1,2687;0;1,2687;0,1277;0;0,1277;3,911;478,0501;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;389;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-PTR-7D-RN;7PTR0007DRN;PATURI;Potiguar E&P S.A.;48610001503200997;2023/05;90,0747;0;90,0747;0,0702;0;0,0702;2,176;0,4435;Ponto de Coleta Cordão de Sombra (TLD 1BRSA1000RN);INSTALACAO EMB/DESEMB;611;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;10/07/2023 02:36
Sergipe;Sergipe;7-CP-1522-SE;7CP1522SE;CARMÓPOLIS;Carmo;480000038479714;2023/05;13,63;0;13,63;0,2461;0;0,2461;7,63;511,9849;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;592;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-849-RN;7CAM849RN;CANTO DO AMARO;3R Potiguar;480000037929724;2023/05;0,7856;0;0,7856;0,0001;0;0,0001;0,003;3,7814;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;74,46;12,11;5,87;1,47;2,15;0,86;0,66;0,51;0,2;0,06;0,02;0;0;0,03;1,31;0,29;2,06029;535,26481;40974,0381;10/07/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-354-RN;7FP354RN;FAZENDA POCINHO;3R Potiguar;480000037999773;2023/05;0,5718;0;0,5718;0,0125;0;0,0125;0,388;204,0972;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-PTR-1-RN;7PTR1RN;PATURI;Potiguar E&P S.A.;48610001503200997;2023/05;6,9709;0;6,9709;0,0078;0;0,0078;0,241;34,2525;Ponto de Coleta Cordão de Sombra (TLD 1BRSA1000RN);INSTALACAO EMB/DESEMB;740;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;10/07/2023 02:36
