Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-FMQ-44-RN;7FMQ44RN;FAZENDA MALAQUIAS;Potiguar E&P S.A.;480000037989719;2023/05;3,1254;0;3,1254;0,0026;0;0,0026;0,08;38,9644;Estação Coletora Três Marias/Fazenda Malaquias;INSTALACAO EMB/DESEMB;740;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;10/07/2023 02:35
Amazonas;Solimões;3-BRSA-1164DP-AM;3RUC100DPAM;RIO URUCU;Petrobras;480000036289781;2023/05;0;54,4752;54,4752;0;98,4648;98,4648;1600,979;0;Polo Arara;INSTALACAO EMB/DESEMB;744;2018/05;Urucu;49,2;< 210ºC;53.7%;210ºC a 500ºC;32.59%;> 500ºC;13.71%;73,94;10,72;3,08;0,38;0,9;0,19;0,25;0,2;0,04;0,02;0,01;0;0;0;10,12;0,15;2,00808;529,00848;36866,8129;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-37D-RN;7SCR 0037D RN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;3,107;0;3,107;0,0001;0;0,0001;0,003;16,4554;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;599;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-496D-SE;7SZ496DSE;SIRIRIZINHO;Carmo;480000038629716;2023/05;10,1789;0;10,1789;0,0516;0;0,0516;1,601;222,9161;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;742;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Rio Grande do Norte;Potiguar;1-STAR-11-RN;1PRR1RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/05;8,5756;0;8,5756;0,0552;0;0,0552;1,71;0,0343;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Amazonas;Solimões;7-RUC-62HP-AM;7RUC62HPAM;RIO URUCU;Petrobras;480000036289781;2023/05;63,6228;0;63,6228;283,2058;0;283,2058;4604,758;404,6712;Polo Arara;INSTALACAO EMB/DESEMB;744;2018/05;Urucu;49,2;< 210ºC;53.7%;210ºC a 500ºC;32.59%;> 500ºC;13.71%;73,94;10,72;3,08;0,38;0,9;0,19;0,25;0,2;0,04;0,02;0,01;0;0;0;10,12;0,15;2,00808;529,00848;36866,8129;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-35D-RN;7SCR 0035D RN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;21,6871;0;21,6871;0;0;0;0;1674,2342;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;743;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-463D-SE;7SZ463DSE;SIRIRIZINHO;Carmo;480000038629716;2023/05;7,9745;0;7,9745;0,0405;0;0,0405;1,254;115,5306;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-FMQ-33-RN;7FMQ33RN;FAZENDA MALAQUIAS;Potiguar E&P S.A.;480000037989719;2023/05;9,1614;0;9,1614;0,0075;0;0,0075;0,234;23,4997;Estação Coletora Três Marias/Fazenda Malaquias;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;10/07/2023 02:35
Amazonas;Solimões;7-RUC-112HPA-AM;7RUC112HPAAM;RIO URUCU;Petrobras;480000036289781;2023/05;119,8619;0;119,8619;14,6786;0;14,6786;238,665;847,1836;Polo Arara;INSTALACAO EMB/DESEMB;744;2018/05;Urucu;49,2;< 210ºC;53.7%;210ºC a 500ºC;32.59%;> 500ºC;13.71%;73,94;10,72;3,08;0,38;0,9;0,19;0,25;0,2;0,04;0,02;0,01;0;0;0;10,12;0,15;2,00808;529,00848;36866,8129;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-33-RN;7SCR 0033  RN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;12,5662;0;12,5662;0;0;0;0;495,9081;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;454;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-43-SE;7SZ  0043  SE;SIRIRIZINHO;Carmo;480000038629716;2023/05;14,4988;0;14,4988;0,0735;0;0,0735;2,28;94,7004;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;623;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SDM-21-RN;7SDM0021RN;ANGICO;Potiguar E&P S.A.;48610009128200516;2023/05;0,1313;0;0,1313;0,0039;0;0,0039;0,121;0,1765;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;204;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-PML-18-RN;7PML 0018  RN;PONTA DO MEL;3R Areia Branca;480000038169791;2023/05;3,9819;0;3,9819;0,0025;0;0,0025;0,075;177,8107;Estação Coletora de Ponta do Mel;UEP;736;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-22-RN;7SCR 0022  RN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;5,5158;0;5,5158;0,0003;0;0,0003;0,008;19,622;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;719;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-454-SE;7SZ454SE;SIRIRIZINHO;Carmo;480000038629716;2023/05;1,6816;0;1,6816;0,0085;0;0,0085;0,264;50,7837;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;705;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-FMQ-32-RN;7FMQ32RN;FAZENDA MALAQUIAS;Potiguar E&P S.A.;480000037989719;2023/05;19,7867;0;19,7867;0,0163;0;0,0163;0,506;1882,7818;Estação Coletora Três Marias/Fazenda Malaquias;INSTALACAO EMB/DESEMB;742;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-PML-16-RN;7PML 0016  RN;PONTA DO MEL;3R Areia Branca;480000038169791;2023/05;3,9845;0;3,9845;0,0025;0;0,0025;0,076;50,1917;Estação Coletora de Ponta do Mel;UEP;736;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-168D-RN;7SCR168DRN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;7,4942;0;7,4942;0,0121;0;0,0121;0,374;163,8205;Satélite Coletora de Salina Cristal B;INSTALACAO EMB/DESEMB;719;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-449D-SE;7SZ449DSE;SIRIRIZINHO;Carmo;480000038629716;2023/05;26,5755;0;26,5755;0,1348;0;0,1348;4,18;419,8146;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;742;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Alagoas;Alagoas;7-PIR-37-AL;7PIR 0037  AL;PILAR;Origem Alagoas;480000038599701;2023/05;0;0;0;12,7679;0;12,7679;395,805;0;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;732;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,86;8,06;2,93;0,52;0,92;0,32;0,34;0,33;0,2;0,02;0;0;0;0;1,92;0,58;2,03026;531,65028;39162,9676;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-PML-40-RN;7PML40RN;PONTA DO MEL;3R Areia Branca;480000038169791;2023/05;2,6981;0;2,6981;0,0017;0;0,0017;0,051;0,702;Estação Coletora de Ponta do Mel;UEP;732;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-166D-RN;7SCR166DRN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;71,574;0;71,574;0,1245;0;0,1245;3,86;657,6437;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;743;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-448D-SE;7SZ448DSE;SIRIRIZINHO;Carmo;480000038629716;2023/05;7,467;0;7,467;0,0379;0;0,0379;1,174;208,7523;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;659;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Espírito Santo;Espírito Santo;7-RI-11-ES;7RI  0011  ES;RIO ITAÚNAS;Seacrest SPE Cricaré;480000037669714;2023/05;8,1668;0;8,1668;0,0012;0;0,0012;0,038;108,0963;Estação Coletora de Rio Itaúnas;INSTALACAO EMB/DESEMB;742;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;87,88;4,42;1,41;0,33;0,32;0,14;0,18;0,07;0;0;0;0;0;0;5,07;0,18;2,02121;530,58093;36978,5433;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-1112-RN;7ET1112RN;ESTREITO;3R Potiguar;480000037939797;2023/05;3,2153;0;3,2153;0,0013;0;0,0013;0,041;574,6573;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;725;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-165D-RN;7SCR165DRN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;20,9027;0;20,9027;0,0364;0;0,0364;1,127;1213,0607;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;743;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-447D-SE;7SZ447DSE;SIRIRIZINHO;Carmo;480000038629716;2023/05;12,354;0;12,354;0,0627;0;0,0627;1,943;186,7451;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;740;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Alagoas;Alagoas;7-PIR-55-AL;7PIR 0055  AL;PILAR;Origem Alagoas;480000038599701;2023/05;0;0;0;18,6544;0;18,6544;578,287;0;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;170;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,86;8,06;2,93;0,52;0,92;0,32;0,34;0,33;0,2;0,02;0;0;0;0;1,92;0,58;2,03026;531,65028;39162,9676;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-1762-RN;7ET1762DRN;ESTREITO;3R Potiguar;480000037939797;2023/05;0,7006;0;0,7006;0,0003;0;0,0003;0,009;254,4898;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;687;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-164D-RN;7SCR164DRN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;49,9959;0;49,9959;0,0868;0;0,0868;2,692;708,4024;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;743;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-SZ-445-SE;7SZ445SE;SIRIRIZINHO;Carmo;480000038629716;2023/05;1,1462;0;1,1462;0,0058;0;0,0058;0,18;42,4927;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;113;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,32055;5,53535;6,66475;2,36905;2,8408;1,62935;0,69035;0,23245;0;0;0;0;0;0;4,9654;6,75195;2,09345;539,25329;34470,4773;10/07/2023 02:35
Espírito Santo;Espírito Santo;4-RI-5-ES;4RI  0005  ES;RIO ITAÚNAS;Seacrest SPE Cricaré;480000037669714;2023/05;22,5058;0;22,5058;0,1073;0;0,1073;3,327;24,0942;Estação Coletora de Rio Itaúnas;INSTALACAO EMB/DESEMB;744;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;87,88;4,42;1,41;0,33;0,32;0,14;0,18;0,07;0;0;0;0;0;0;5,07;0,18;2,02121;530,58093;36978,5433;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-1769-RN;7ET1769RN;ESTREITO;3R Potiguar;480000037939797;2023/05;1,989;0;1,989;0,0008;0;0,0008;0,025;224,0231;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SCR-163D-RN;7SCR163DRN;SALINA CRISTAL;3R Macau;480000038259781;2023/05;22,5581;0;22,5581;0;0;0;0;795,5043;Satélite Coletora de Salina Cristal A;INSTALACAO EMB/DESEMB;719;;;;< ºC;%;;%;> ºC;%;89,095;0,291;0,023;0,041;0,027;0,024;0,033;0,045;0,054;0,046;0,02;0,002;0;0,112;3,519;6,668;2,28814;562,20134;33893,745;10/07/2023 02:35
Sergipe;Sergipe;7-RO-692-SE;7RO692SE;RIACHUELO;Carmo;480000038609782;2023/05;2,4837;0;2,4837;0,0135;0;0,0135;0,42;1,9127;Estação Coletora deTreme;INSTALACAO EMB/DESEMB;398;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;70,3123;3,8865;5,1379;1,8211;2,2484;1,109;0,5087;0,1323;0;0;0;0;0;0;0,9767;13,8671;2,09511;539,45807;32729,0497;10/07/2023 02:35
Alagoas;Alagoas;7-PIR-20-AL;7PIR 0020  AL;PILAR;Origem Alagoas;480000038599701;2023/05;0;2,4936;2,4936;0;15,2361;15,2361;472,32;0,2134;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;709;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,86;8,06;2,93;0,52;0,92;0,32;0,34;0,33;0,2;0,02;0;0;0;0;1,92;0,58;2,03026;531,65028;39162,9676;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-1727-RN;7ET1727RN;ESTREITO;3R Potiguar;480000037939797;2023/05;0,81;0;0,81;0,0003;0;0,0003;0,01;824,9759;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SBO-15-RN;7SBO0015RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/05;84,6566;0;84,6566;1,7856;0;1,7856;55,354;0,124;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;728;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;10/07/2023 02:35
Sergipe;Sergipe;3-RO-11-SE;3RO  0011  SE;RIACHUELO;Carmo;480000038609782;2023/05;2,2406;0;2,2406;0,0122;0;0,0122;0,379;2,9079;Estação Coletora de Coqueiro;INSTALACAO EMB/DESEMB;135;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;70,3123;3,8865;5,1379;1,8211;2,2484;1,109;0,5087;0,1323;0;0;0;0;0;0;0,9767;13,8671;2,09511;539,45807;32729,0497;10/07/2023 02:35
Espírito Santo;Espírito Santo;7-RI-21-ES;7RI  0021  ES;RIO ITAÚNAS;Seacrest SPE Cricaré;480000037669714;2023/05;2,8529;0;2,8529;0,0113;0;0,0113;0,349;68,6734;Estação Coletora de Rio Itaúnas;INSTALACAO EMB/DESEMB;736;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;87,88;4,42;1,41;0,33;0,32;0,14;0,18;0,07;0;0;0;0;0;0;5,07;0,18;2,02121;530,58093;36978,5433;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-967-RN;7ET967RN;ESTREITO;3R Potiguar;480000037939797;2023/05;7,2343;0;7,2343;0,003;0;0,003;0,093;719,6255;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;719;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-SBO-8-RN;7-SBO-08-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/05;24,5053;0;24,5053;4,3583;0;4,3583;135,107;0,0803;Ponto de Coleta do PA-1STAR10RN-POT-T-748;INSTALACAO EMB/DESEMB;728;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;10/07/2023 02:35
Sergipe;Sergipe;8-RO-661-SE;8RO661SE;RIACHUELO;Carmo;480000038609782;2023/05;2,2367;0;2,2367;0,0122;0;0,0122;0,378;5,881;Estação Coletora de Coqueiro;INSTALACAO EMB/DESEMB;376;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;70,3123;3,8865;5,1379;1,8211;2,2484;1,109;0,5087;0,1323;0;0;0;0;0;0;0,9767;13,8671;2,09511;539,45807;32729,0497;10/07/2023 02:35
Alagoas;Alagoas;7-PIR-69-AL;7PIR 0069  AL;PILAR;Origem Alagoas;480000038599701;2023/05;0;6,2431;6,2431;0;24,4083;24,4083;756,656;4,2154;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;739;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;83,86;8,06;2,93;0,52;0,92;0,32;0,34;0,33;0,2;0,02;0;0;0;0;1,92;0,58;2,03026;531,65028;39162,9676;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-961-RN;7ET961RN;ESTREITO;3R Potiguar;480000037939797;2023/05;6,399;0;6,399;0,0026;0;0,0026;0,082;699,7174;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;725;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Ceará;Potiguar;7-FZB-767-CE;7FZB767CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/05;0,505;0;0,505;0,0006;0;0,0006;0,02;71,9284;Estação Coletora de Fazenda Belém 7;INSTALACAO EMB/DESEMB;733;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Sergipe;Sergipe;7-RO-300-SE;7RO  0300  SE;RIACHUELO;Carmo;480000038609782;2023/05;2,1878;0;2,1878;0,0119;0;0,0119;0,37;190,5386;Estação Coletora deTreme;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;70,3123;3,8865;5,1379;1,8211;2,2484;1,109;0,5087;0,1323;0;0;0;0;0;0;0,9767;13,8671;2,09511;539,45807;32729,0497;10/07/2023 02:35
Espírito Santo;Espírito Santo;7-SM-86D-ES;7SM86DES;SÃO MATEUS LESTE;Seacrest SPE Cricaré;48610009188200512A;2023/05;31,2827;0;31,2827;0,1393;0;0,1393;4,302;40,5855;Estação Coletora de SM-01;INSTALACAO EMB/DESEMB;710;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Rio Grande do Norte;Potiguar;7-ET-836-RN;7ET836RN;ESTREITO;3R Potiguar;480000037939797;2023/05;1,1888;0;1,1888;0,0005;0;0,0005;0,015;108,4388;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Ceará;Potiguar;7-FZB-896-CE;7FZB896CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/05;4,4538;0;4,4538;0,0057;0;0,0057;0,176;44,9247;Estação Coletora Faz. Belém 9 (Faz. Belém);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;10/07/2023 02:35
Sergipe;Sergipe;7-RO-188-SE;7RO  0188  SE;RIACHUELO;Carmo;480000038609782;2023/05;2,1126;0;2,1126;0,0115;0;0,0115;0,357;24,7863;Estação Coletora de Coqueiro;INSTALACAO EMB/DESEMB;610;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;70,3123;3,8865;5,1379;1,8211;2,2484;1,109;0,5087;0,1323;0;0;0;0;0;0;0,9767;13,8671;2,09511;539,45807;32729,0497;10/07/2023 02:35
